time(%Y-%m-%dT%H:%M:%S.%f),rel_time(sec),velocity(c/s)
2019-07-26T12:07:09.360000,429.35,279.4195556640625
2019-07-26T12:07:09.510000,429.5,315.3187255859375
2019-07-26T12:08:23.710000,503.7,177.4391326904297
2019-07-26T12:08:23.860000,503.85,180.3383026123047
2019-07-26T12:08:24.710000,504.7,200.76690673828125
2019-07-26T12:08:24.760000,504.75,184.73329162597656
2019-07-26T12:08:25.460000,505.45,207.2627410888672
2019-07-26T12:08:25.660000,505.65,186.12828063964844
2019-07-26T12:08:25.710000,505.7,176.0946807861328
2019-07-26T12:08:26.560000,506.55,193.52328491210935
2019-07-26T12:08:26.610000,506.6,215.4896697998047
2019-07-26T12:08:26.660000,506.65,176.4560546875
2019-07-26T12:08:26.710000,506.7,187.4224395751953
2019-07-26T12:08:26.760000,506.75,215.3888397216797
2019-07-26T12:08:26.810000,506.8,186.355224609375
2019-07-26T12:08:26.860000,506.85,201.3216094970703
2019-07-26T12:08:26.910000,506.9,215.2879943847656
2019-07-26T12:08:26.960000,506.95,195.2543792724609
2019-07-26T12:08:27.010000,507.0,198.2207794189453
2019-07-26T12:08:27.060000,507.05,189.18716430664065
2019-07-26T12:08:27.110000,507.1,205.15354919433597
2019-07-26T12:08:27.160000,507.15,189.11993408203125
2019-07-26T12:08:27.210000,507.2,200.0863342285156
2019-07-26T12:08:27.260000,507.25,242.0527191162109
2019-07-26T12:08:27.310000,507.3,192.01910400390625
2019-07-26T12:08:27.360000,507.35,225.9854888916016
2019-07-26T12:08:27.410000,507.4,273.9518737792969
2019-07-26T12:08:27.460000,507.45,238.91827392578125
2019-07-26T12:08:27.510000,507.5,251.88465881347656
2019-07-26T12:08:27.560000,507.55,261.8510437011719
2019-07-26T12:08:27.610000,507.6,274.81744384765625
2019-07-26T12:08:27.660000,507.65,265.7838134765625
2019-07-26T12:08:27.710000,507.7,290.7502136230469
2019-07-26T12:08:27.760000,507.75,317.71661376953125
2019-07-26T12:08:27.810000,507.8,263.6829833984375
2019-07-26T12:08:27.860000,507.85,303.6493835449219
2019-07-26T12:08:27.910000,507.9,322.6157531738281
2019-07-26T12:08:27.960000,507.95,268.5821533203125
2019-07-26T12:08:28.010000,508.0,267.5485534667969
2019-07-26T12:08:28.060000,508.05,247.5149383544922
2019-07-26T12:08:28.110000,508.1,258.4813232421875
2019-07-26T12:08:28.160000,508.15,290.4477233886719
2019-07-26T12:08:28.210000,508.2,282.4140930175781
2019-07-26T12:08:28.260000,508.25,263.3804931640625
2019-07-26T12:08:28.310000,508.3,286.34686279296875
2019-07-26T12:08:28.360000,508.35,356.3132629394531
2019-07-26T12:08:28.410000,508.4,319.2796630859375
2019-07-26T12:08:28.460000,508.45,283.2460327148437
2019-07-26T12:08:28.510000,508.5,293.2124328613281
2019-07-26T12:08:28.560000,508.55,305.1788024902344
2019-07-26T12:08:28.610000,508.6,364.1452026367188
2019-07-26T12:08:28.660000,508.65,341.1116027832031
2019-07-26T12:08:28.710000,508.7,345.0779724121094
2019-07-26T12:08:28.760000,508.75,396.04437255859375
2019-07-26T12:08:28.810000,508.8,380.0107727050781
2019-07-26T12:08:28.860000,508.85,319.9771423339844
2019-07-26T12:08:28.910000,508.9,304.94354248046875
2019-07-26T12:08:28.960000,508.95,359.909912109375
2019-07-26T12:08:29.010000,509.0,297.8763122558594
2019-07-26T12:08:29.060000,509.05,279.8427124023437
2019-07-26T12:08:29.110000,509.1,350.80908203125
2019-07-26T12:08:29.160000,509.15,323.7754821777344
2019-07-26T12:08:29.210000,509.2,288.7418518066406
2019-07-26T12:08:29.260000,509.25,322.708251953125
2019-07-26T12:08:29.310000,509.3,365.6746520996094
2019-07-26T12:08:29.360000,509.35,270.6410217285156
2019-07-26T12:08:29.410000,509.4,306.607421875
2019-07-26T12:08:29.460000,509.45,402.5738220214844
2019-07-26T12:08:29.510000,509.5,275.5401916503906
2019-07-26T12:08:29.560000,509.55,332.506591796875
2019-07-26T12:08:29.610000,509.6,407.4729614257813
2019-07-26T12:08:29.660000,509.65,327.4393615722656
2019-07-26T12:08:29.710000,509.7,379.40576171875
2019-07-26T12:08:29.760000,509.75,351.37213134765625
2019-07-26T12:08:29.810000,509.8,315.3385314941406
2019-07-26T12:08:29.860000,509.85,383.3049011230469
2019-07-26T12:08:29.910000,509.9,332.27130126953125
2019-07-26T12:08:29.960000,509.95,311.2377014160156
2019-07-26T12:08:30.010000,510.0,358.2040710449219
2019-07-26T12:08:30.060000,510.05,316.17047119140625
2019-07-26T12:08:30.110000,510.1,279.1368713378906
2019-07-26T12:08:30.160000,510.15,335.1032409667969
2019-07-26T12:08:30.210000,510.2,367.0696411132813
2019-07-26T12:08:30.260000,510.25,318.0360107421875
2019-07-26T12:08:30.310000,510.3,303.0024108886719
2019-07-26T12:08:30.360000,510.35,346.96881103515625
2019-07-26T12:08:30.410000,510.4,357.9351806640625
2019-07-26T12:08:30.460000,510.45,329.9015808105469
2019-07-26T12:08:30.510000,510.5,372.8679504394531
2019-07-26T12:08:30.560000,510.55,389.8343505859375
2019-07-26T12:08:30.610000,510.6,334.8007507324219
2019-07-26T12:08:30.660000,510.65,380.7671203613281
2019-07-26T12:08:30.710000,510.7,371.7335205078125
2019-07-26T12:08:30.760000,510.75,339.6999206542969
2019-07-26T12:08:30.810000,510.8,381.6662902832031
2019-07-26T12:08:30.860000,510.85,339.6326904296875
2019-07-26T12:08:30.910000,510.9,350.5990600585937
2019-07-26T12:08:30.960000,510.95,360.5654602050781
2019-07-26T12:08:31.010000,511.0,309.5318603515625
2019-07-26T12:08:31.060000,511.05,312.49822998046875
2019-07-26T12:08:31.110000,511.1,301.4646301269531
2019-07-26T12:08:31.160000,511.15,313.4309997558594
2019-07-26T12:08:31.210000,511.2,333.3973999023437
2019-07-26T12:08:31.260000,511.25,344.3638000488281
2019-07-26T12:08:31.310000,511.3,329.3301696777344
2019-07-26T12:08:31.360000,511.35,294.29656982421875
2019-07-26T12:08:31.410000,511.4,335.2629699707031
2019-07-26T12:08:31.460000,511.45,327.2293395996094
2019-07-26T12:08:31.510000,511.5,311.1957397460937
2019-07-26T12:08:31.560000,511.55,369.162109375
2019-07-26T12:08:31.610000,511.6,339.1285095214844
2019-07-26T12:08:31.660000,511.65,307.09490966796875
2019-07-26T12:08:31.710000,511.7,352.061279296875
2019-07-26T12:08:31.760000,511.75,363.0276794433594
2019-07-26T12:08:31.810000,511.8,340.9940490722656
2019-07-26T12:08:31.860000,511.85,339.96044921875
2019-07-26T12:08:31.910000,511.9,327.9268493652344
2019-07-26T12:08:31.960000,511.95,302.8932189941406
2019-07-26T12:08:32.010000,512.0,291.859619140625
2019-07-26T12:08:32.060000,512.05,311.8260192871094
2019-07-26T12:08:32.110000,512.1,314.7923889160156
2019-07-26T12:08:32.160000,512.15,275.7587890625
2019-07-26T12:08:32.210000,512.2,298.72515869140625
2019-07-26T12:08:32.260000,512.25,326.6915588378906
2019-07-26T12:08:32.310000,512.3,296.657958984375
2019-07-26T12:08:32.360000,512.35,297.62432861328125
2019-07-26T12:08:32.410000,512.4,306.5907287597656
2019-07-26T12:08:32.460000,512.45,281.5570983886719
2019-07-26T12:08:32.510000,512.5,297.52349853515625
2019-07-26T12:08:32.560000,512.55,343.4898986816406
2019-07-26T12:08:32.610000,512.6,328.4562683105469
2019-07-26T12:08:32.660000,512.65,340.42266845703125
2019-07-26T12:08:32.710000,512.7,348.3890686035156
2019-07-26T12:08:32.760000,512.75,321.3554382324219
2019-07-26T12:08:32.810000,512.8,308.32183837890625
