time(%Y-%m-%dT%H:%M:%S.%f),rel_time(sec),velocity(c/s)
2021-12-24T22:00:29.791000,29.75,2054.287380337829
2021-12-24T22:00:31.041000,31.0,1681.8426739961117
2021-12-24T22:00:31.091000,31.05,1108.675161580397
2021-12-24T22:00:31.341000,31.3,1040.1989132136648
2021-12-24T22:00:31.391000,31.35,1469.4042371343096
2021-12-24T22:00:31.541000,31.5,1220.2358916525238
2021-12-24T22:00:31.841000,31.8,1432.7071325962345
2021-12-24T22:00:32.341000,32.3,1534.6799691512435
2021-12-24T22:00:32.391000,32.35,1320.2252128591615
2021-12-24T22:00:32.641000,32.6,1989.455322624136
2021-12-24T22:00:33.141000,33.1,1343.169140366674
2021-12-24T22:00:33.191000,33.15,1178.4506379160505
2021-12-24T22:00:33.491000,33.45,1178.4043850420064
2021-12-24T22:00:33.641000,33.6,1326.6473378059002
2021-12-24T22:00:33.691000,33.65,1083.7658443846756
2021-12-24T22:00:33.991000,33.95,1394.3933941291543
2021-12-24T22:00:35.091000,35.05,1121.500595732602
2021-12-24T22:00:35.891000,35.85,1435.0386425294437
2021-12-24T22:00:36.041000,36.0,1544.2215576171875
2021-12-24T22:00:36.641000,36.6,1058.843505859375
2021-12-24T22:00:37.291000,37.25,1317.517333984375
2021-12-24T22:00:37.341000,37.3,1276.5692138671875
2021-12-24T22:00:37.641000,37.6,1494.8802490234375
2021-12-24T22:00:37.941000,37.9,1163.1912841796875
2021-12-24T22:00:38.441000,38.4,1099.7095947265625
2021-12-24T22:00:40.241000,40.2,1335.5755615234375
2021-12-24T22:00:41.041000,41.0,1047.4049072265625
2021-12-24T22:00:41.891000,41.85,1228.2861328125
2021-12-24T22:00:42.191000,42.15,1480.59716796875
2021-12-24T22:00:42.341000,42.3,1784.7525634765625
2021-12-24T22:00:42.991000,42.95,1280.426513671875
2021-12-24T22:00:43.441000,43.4,1516.8929443359375
2021-12-24T22:00:43.491000,43.45,1250.94482421875
2021-12-24T22:00:44.741000,44.7,1288.2406005859375
2021-12-24T22:00:44.791000,44.75,1345.29248046875
2021-12-24T22:00:44.991000,44.95,1121.4998779296875
2021-12-24T22:00:45.541000,45.5,1193.070068359375
2021-12-24T22:00:45.741000,45.7,1664.27734375
2021-12-24T22:00:48.391000,48.35,1063.0245361328125
2021-12-24T22:00:48.541000,48.5,1045.1800537109375
2021-12-24T22:00:49.141000,49.1,1503.802001953125
2021-12-24T22:00:52.641000,52.6,1291.430419921875
2021-12-24T22:00:53.441000,53.4,1300.259765625
2021-12-24T22:00:53.791000,53.75,1040.6226806640625
2021-12-24T22:00:53.941000,53.9,1707.778076171875
2021-12-24T22:00:54.391000,54.35,1346.24462890625
2021-12-24T22:00:54.791000,54.75,1029.6593017578125
2021-12-24T22:00:55.391000,55.35,1229.2813720703125
2021-12-24T22:00:55.741000,55.7,1459.6441650390625
2021-12-24T22:00:55.941000,55.9,1764.8514404296875
2021-12-24T22:00:55.991000,55.95,1653.9033203125
2021-12-24T22:00:56.191000,56.15,2122.110595703125
2021-12-24T22:00:56.241000,56.2,1447.1624755859375
2021-12-24T22:00:56.441000,56.4,2453.369873046875
2021-12-24T22:00:56.741000,56.7,2811.680908203125
2021-12-24T22:00:56.991000,56.95,1219.9400634765625
2021-12-24T22:00:57.041000,57.0,1575.9918212890625
2021-12-24T22:00:57.591000,57.55,1099.56201171875
2021-12-24T22:00:57.741000,57.7,2643.717529296875
2021-12-24T22:00:57.891000,57.85,1071.873046875
2021-12-24T22:00:58.041000,58.0,1542.0284423828125
2021-12-24T22:00:58.241000,58.2,1852.23583984375
2021-12-24T22:00:58.291000,58.25,1528.2877197265625
2021-12-24T22:00:58.441000,58.4,1136.4432373046875
2021-12-24T22:00:58.541000,58.5,1323.546875
2021-12-24T22:00:58.591000,58.55,1247.5986328125
2021-12-24T22:00:58.691000,58.65,1686.702392578125
2021-12-24T22:00:58.741000,58.7,2663.75439453125
2021-12-24T22:00:58.891000,58.85,1479.90966796875
2021-12-24T22:00:58.991000,58.95,1490.0133056640625
2021-12-24T22:00:59.041000,59.0,1379.065185546875
2021-12-24T22:00:59.241000,59.2,1779.2724609375
2021-12-24T22:00:59.291000,59.25,1399.3243408203125
2021-12-24T22:00:59.541000,59.5,2327.583740234375
2021-12-24T22:00:59.691000,59.65,1772.739013671875
2021-12-24T22:00:59.741000,59.7,1136.7908935546875
2021-12-24T22:01:00.041000,60.0,1874.101806640625
2021-12-24T22:01:00.091000,60.05,1634.1536865234375
2021-12-24T22:01:00.191000,60.15,1232.2574462890625
2021-12-24T22:01:00.291000,60.25,1048.361083984375
2021-12-24T22:01:00.441000,60.4,1142.5166015625
2021-12-24T22:01:00.541000,60.5,1626.6202392578125
2021-12-24T22:01:00.591000,60.55,1514.6719970703125
