time(%Y-%m-%dT%H:%M:%S.%f),rel_time(sec),velocity(c/s)
2022-01-02T04:00:27.375000,27.35,287.5421289861674
2022-01-02T04:00:27.825000,27.8,335.28509138906884
2022-01-02T04:00:27.875000,27.85,277.79332061376647
2022-01-02T04:00:29.925000,29.9,270.61272486568595
2022-01-02T04:00:32.525000,32.5,287.00527103640513
2022-01-02T04:00:32.675000,32.65,324.90365900220365
2022-01-02T04:00:32.725000,32.7,318.2896903362927
2022-01-02T04:00:32.925000,32.9,299.5795331046529
2022-01-02T04:00:33.175000,33.15,295.7033777768258
2022-01-02T04:00:33.375000,33.35,336.9557505859479
2022-01-02T04:00:33.525000,33.5,301.9810917707054
2022-01-02T04:00:33.675000,33.65,316.377636249945
2022-01-02T04:00:33.725000,33.7,315.56681625880543
2022-01-02T04:00:33.875000,33.85,320.0528789292934
2022-01-02T04:00:33.925000,33.9,269.6298808385229
2022-01-02T04:00:34.125000,34.1,275.1671928148567
2022-01-02T04:00:34.175000,34.15,322.0149534404607
2022-01-02T04:00:34.425000,34.4,260.02899644936565
2022-01-02T04:00:34.475000,34.45,271.09951513807584
2022-01-02T04:00:34.675000,34.65,270.5607684621382
2022-01-02T04:00:35.475000,35.45,280.97437167854406
2022-01-02T04:00:38.275000,38.25,259.46368408203125
2022-01-02T04:00:39.575000,39.55,308.55712890625
2022-01-02T04:00:39.625000,39.6,297.59918212890625
2022-01-02T04:00:43.625000,43.6,285.96368408203125
2022-01-02T04:00:44.575000,44.55,364.76275634765625
2022-01-02T04:00:44.625000,44.6,261.8048095703125
2022-01-02T04:00:44.875000,44.85,342.0150756835937
2022-01-02T04:00:44.925000,44.9,349.05712890625
2022-01-02T04:00:45.375000,45.35,303.4356384277344
2022-01-02T04:00:45.875000,45.85,288.856201171875
2022-01-02T04:00:50.625000,50.6,285.8515319824219
2022-01-02T04:00:51.925000,51.9,278.94500732421875
2022-01-02T04:00:53.225000,53.2,269.0384521484375
2022-01-02T04:00:53.475000,53.45,375.2487182617188
2022-01-02T04:00:53.725000,53.7,279.4590148925781
2022-01-02T04:00:53.975000,53.95,286.6693115234375
