time(%Y-%m-%dT%H:%M:%S.%f),rel_time(sec),velocity(c/s)
2021-05-02T01:00:17.525000,17.5,234.0534414601364
2021-05-02T01:00:17.575000,17.55,255.34682806510165
2021-05-02T01:00:18.525000,18.5,254.4921865976717
2021-05-02T01:07:19.625000,439.6,252.48724365234372
2021-05-02T01:07:19.675000,439.65,288.5018310546875
2021-05-02T01:10:07.175000,607.15,303.3566589355469
2021-05-02T01:10:07.225000,607.2,288.3712463378906
2021-05-02T01:10:07.275000,607.25,290.3858337402344
2021-05-02T01:10:07.325000,607.3,424.4004211425781
2021-05-02T01:10:07.375000,607.35,509.4150085449219
2021-05-02T01:10:07.425000,607.4,532.4295654296875
2021-05-02T01:10:07.475000,607.45,530.4441528320312
2021-05-02T01:10:07.525000,607.5,540.458740234375
2021-05-02T01:10:07.575000,607.55,618.4733276367188
2021-05-02T01:10:07.625000,607.6,677.4879150390625
2021-05-02T01:10:07.675000,607.65,670.5025024414062
2021-05-02T01:10:07.725000,607.7,678.51708984375
2021-05-02T01:10:07.775000,607.75,711.5316772460938
2021-05-02T01:10:07.825000,607.8,709.5462646484375
2021-05-02T01:10:07.875000,607.85,782.5608520507812
2021-05-02T01:10:07.925000,607.9,818.575439453125
2021-05-02T01:10:07.975000,607.95,737.5900268554688
2021-05-02T01:10:08.025000,608.0,805.6046142578125
2021-05-02T01:10:08.075000,608.05,865.6192016601562
2021-05-02T01:10:08.125000,608.1,821.6337890625
2021-05-02T01:10:08.175000,608.15,875.6483154296875
2021-05-02T01:10:08.225000,608.2,869.6629028320312
2021-05-02T01:10:08.275000,608.25,816.677490234375
2021-05-02T01:10:08.325000,608.3,910.6920776367188
2021-05-02T01:10:08.375000,608.35,955.7066650390624
2021-05-02T01:10:08.425000,608.4,902.7212524414062
2021-05-02T01:10:08.475000,608.45,895.73583984375
2021-05-02T01:10:08.525000,608.5,954.7504272460938
2021-05-02T01:10:08.575000,608.55,1088.7650146484375
2021-05-02T01:10:08.625000,608.6,1072.779541015625
2021-05-02T01:10:08.675000,608.65,936.794189453125
2021-05-02T01:10:08.725000,608.7,925.8087768554688
2021-05-02T01:10:08.775000,608.75,1011.8233642578124
2021-05-02T01:10:08.825000,608.8,1060.837890625
2021-05-02T01:10:08.875000,608.85,1033.8525390625
2021-05-02T01:10:08.925000,608.9,1037.8670654296875
