time(%Y-%m-%dT%H:%M:%S.%f),rel_time(sec),velocity(c/s)
2021-10-11T23:00:34.239000,34.2,345.45192772355307
2021-10-11T23:00:36.289000,36.25,371.9675598144531
2021-10-11T23:01:13.289000,73.25,347.8717956542969
2021-10-11T23:01:13.439000,73.4,351.0538330078125
2021-10-11T23:01:13.989000,73.95,373.7213439941406
2021-10-11T23:01:14.539000,74.5,348.3888244628906
2021-10-11T23:02:16.239000,136.2,387.2696838378906
2021-10-11T23:04:27.289000,267.25,356.31561279296875
2021-10-11T23:04:27.389000,267.35,368.4369812011719
2021-10-11T23:04:27.439000,267.4,406.4976501464844
2021-10-11T23:04:27.689000,267.65,431.8010559082031
2021-10-11T23:04:28.039000,268.0,368.225830078125
2021-10-11T23:04:28.089000,268.05,357.2865295410156
2021-10-11T23:04:28.239000,268.2,367.4685668945313
2021-10-11T23:04:28.989000,268.95,391.3787841796875
2021-10-11T23:04:29.039000,269.0,414.439453125
2021-10-11T23:04:29.239000,269.2,397.6821899414063
2021-10-11T23:04:29.289000,269.25,499.7428588867188
2021-10-11T23:04:29.439000,269.4,422.9249267578125
2021-10-11T23:04:29.489000,269.45,420.985595703125
2021-10-11T23:04:29.539000,269.5,463.0462646484375
2021-10-11T23:04:29.589000,269.55,428.1069641113281
2021-10-11T23:04:29.639000,269.6,400.1676330566406
2021-10-11T23:04:29.739000,269.7,489.28900146484375
2021-10-11T23:04:29.789000,269.75,622.3497314453125
2021-10-11T23:04:29.889000,269.85,348.4710388183594
2021-10-11T23:04:30.039000,270.0,579.6531372070312
2021-10-11T23:04:30.189000,270.15,447.8351440429688
2021-10-11T23:04:30.239000,270.2,542.8958129882812
2021-10-11T23:04:30.289000,270.25,366.9565124511719
2021-10-11T23:04:30.389000,270.35,513.077880859375
2021-10-11T23:04:30.439000,270.4,358.1385498046875
2021-10-11T23:04:30.489000,270.45,483.19921875
2021-10-11T23:04:30.539000,270.5,350.2599182128906
2021-10-11T23:04:30.639000,270.6,628.3812866210938
2021-10-11T23:04:30.689000,270.65,528.4419555664062
2021-10-11T23:04:30.789000,270.75,401.5633239746094
2021-10-11T23:04:30.839000,270.8,482.6239929199219
