time(%Y-%m-%dT%H:%M:%S.%f),rel_time(sec),velocity(c/s)
2022-04-09T22:00:27.035000,27.0,232.2384385527157
2022-04-09T22:00:31.085000,31.05,248.43565336689477
2022-04-09T22:00:31.735000,31.7,213.74882496664057
2022-04-09T22:00:44.135000,44.1,220.345703125
2022-04-09T22:00:45.335000,45.3,292.7056884765625
2022-04-09T22:00:51.235000,51.2,225.64224243164065
2022-04-09T22:00:51.535000,51.5,236.23223876953125
2022-04-09T22:00:51.985000,51.95,237.61721801757807
2022-04-09T22:00:52.735000,52.7,243.5922088623047
2022-04-09T22:00:52.985000,52.95,305.2505187988281
2022-04-09T22:00:53.035000,53.0,232.18218994140625
2022-04-09T22:00:53.235000,53.2,208.9088592529297
2022-04-09T22:00:53.285000,53.25,247.8405303955078
2022-04-09T22:00:53.935000,53.9,302.9521789550781
2022-04-09T22:00:53.985000,53.95,334.88385009765625
2022-04-09T22:00:54.235000,54.2,219.54217529296875
2022-04-09T22:00:54.285000,54.25,271.4738464355469
2022-04-09T22:00:54.535000,54.5,258.1321716308594
2022-04-09T22:00:54.585000,54.55,211.0638427734375
2022-04-09T22:00:54.985000,54.95,212.5171661376953
2022-04-09T22:00:55.085000,55.05,257.3804931640625
2022-04-09T22:00:55.135000,55.1,268.3121643066406
2022-04-09T22:00:55.785000,55.75,285.423828125
2022-04-09T22:00:55.835000,55.8,228.35546875
2022-04-09T22:00:56.035000,56.0,235.0821533203125
2022-04-09T22:00:56.085000,56.05,262.0137939453125
2022-04-09T22:00:56.335000,56.3,260.6721496582031
2022-04-09T22:00:56.835000,56.8,229.98880004882807
2022-04-09T22:00:57.085000,57.05,289.6471252441406
2022-04-09T22:00:57.285000,57.25,308.373779296875
2022-04-09T22:00:57.335000,57.3,242.30545043945312
2022-04-09T22:00:57.585000,57.55,214.9637756347656
2022-04-09T22:01:01.685000,61.65,233.36036682128903
2022-04-09T22:01:02.485000,62.45,217.26702880859372
2022-04-09T22:01:03.785000,63.75,212.4903259277344
2022-04-09T22:01:04.685000,64.65,207.26031494140625
2022-04-09T22:01:04.985000,64.95,282.8503112792969
2022-04-09T22:01:07.485000,67.45,287.43359375
2022-04-09T22:01:08.235000,68.2,216.4085693359375
2022-04-09T22:01:08.985000,68.95,212.3835601806641
2022-04-09T22:01:09.035000,69.0,216.3152313232422
2022-04-09T22:01:09.735000,69.7,316.3585510253906
2022-04-09T22:01:10.035000,70.0,237.94854736328125
2022-04-09T22:01:12.935000,72.9,226.9851531982422
2022-04-09T22:01:12.985000,72.95,229.9168243408203
2022-04-09T22:01:13.985000,73.95,266.5501403808594
2022-04-09T22:01:15.185000,75.15,257.9101257324219
2022-04-09T22:01:15.235000,75.2,218.8417816162109
2022-04-09T22:01:15.935000,75.9,222.88510131835935
2022-04-09T22:01:16.685000,76.65,276.8600769042969
2022-04-09T22:01:17.035000,77.0,227.3817443847656
2022-04-09T22:01:17.485000,77.45,236.7667388916016
2022-04-09T22:01:17.935000,77.9,212.1517333984375
2022-04-09T22:01:17.985000,77.95,277.0834045410156
2022-04-09T22:01:18.985000,78.95,245.7167053222656
2022-04-09T22:01:20.385000,80.35,217.8033447265625
2022-04-09T22:01:21.885000,81.85,219.7533264160156
2022-04-09T22:01:25.085000,85.05,222.37991333007807
2022-04-09T22:01:25.285000,85.25,214.10659790039065
2022-04-09T22:01:25.585000,85.55,210.6965789794922
2022-04-09T22:01:31.085000,91.05,225.1798095703125
2022-04-09T22:01:31.685000,91.65,225.35980224609372
2022-04-09T22:01:32.635000,92.6,232.0614471435547
2022-04-09T22:01:32.885000,92.85,234.71978759765625
2022-04-09T22:01:33.185000,93.15,205.3097686767578
2022-04-09T22:01:33.435000,93.4,220.96810913085935
2022-04-09T22:01:34.935000,94.9,224.9180603027344
2022-04-09T22:01:35.135000,95.1,257.6447448730469
2022-04-09T22:01:35.185000,95.15,219.57640075683597
2022-04-09T22:01:39.935000,99.9,222.0846405029297
2022-04-09T22:01:44.185000,104.15,207.27622985839844
2022-04-09T22:01:45.635000,105.6,213.2945251464844
2022-04-09T22:01:45.885000,105.85,209.95286560058597
2022-04-09T22:01:50.085000,110.05,219.21278381347656
2022-04-09T22:01:58.485000,118.45,234.7326202392578
2022-04-09T22:02:03.085000,123.05,226.44586181640625
2022-04-09T22:02:05.085000,125.05,206.7124938964844
2022-04-09T22:02:33.985000,153.95,232.2152862548828
2022-04-09T22:02:34.735000,154.7,264.1902770996094
2022-04-09T22:02:34.985000,154.95,238.84860229492188
2022-04-09T22:02:35.085000,155.05,295.7119140625
2022-04-09T22:02:35.335000,155.3,271.3702697753906
2022-04-09T22:02:35.485000,155.45,237.16525268554688
2022-04-09T22:02:35.735000,155.7,222.82357788085935
2022-04-09T22:02:35.985000,155.95,318.4819030761719
2022-04-09T22:02:36.135000,156.1,217.27691650390625
2022-04-09T22:02:36.235000,156.2,214.14024353027344
2022-04-09T22:02:36.385000,156.35,244.93524169921875
2022-04-09T22:02:36.635000,156.6,257.59356689453125
2022-04-09T22:02:36.885000,156.85,251.25189208984372
2022-04-09T22:02:36.985000,156.95,241.115234375
2022-04-09T22:02:37.135000,157.1,276.91021728515625
2022-04-09T22:02:37.285000,157.25,222.70523071289065
2022-04-09T22:02:37.335000,157.3,248.6368865966797
2022-04-09T22:02:37.635000,157.6,252.2268829345703
2022-04-09T22:02:37.685000,157.65,211.15853881835935
2022-04-09T22:02:37.835000,157.8,207.95355224609372
2022-04-09T22:02:37.885000,157.85,230.8852081298828
2022-04-09T22:02:37.985000,157.95,303.74853515625
2022-04-09T22:02:38.035000,158.0,312.6802062988281
2022-04-09T22:02:38.135000,158.1,295.5435485839844
2022-04-09T22:02:38.285000,158.25,217.33853149414065
2022-04-09T22:02:38.385000,158.35,227.20187377929688
2022-04-09T22:02:38.535000,158.5,251.99685668945312
2022-04-09T22:02:38.785000,158.75,243.6551818847656
2022-04-09T22:02:38.835000,158.8,333.5868530273437
2022-04-09T22:02:38.985000,158.95,308.3818664550781
2022-04-09T22:02:39.035000,159.0,215.3135223388672
2022-04-09T22:02:39.085000,159.05,233.24517822265625
2022-04-09T22:02:39.135000,159.1,260.1768493652344
2022-04-09T22:02:39.385000,159.35,212.83517456054688
2022-04-09T22:02:39.535000,159.5,280.63018798828125
2022-04-09T22:02:39.785000,159.75,317.2885131835937
2022-04-09T22:02:39.835000,159.8,308.2201843261719
2022-04-09T22:02:39.935000,159.9,274.08349609375
2022-04-09T22:02:40.085000,160.05,297.8785095214844
2022-04-09T22:02:40.235000,160.2,216.67349243164065
2022-04-09T22:02:41.035000,161.0,224.58013916015625
2022-04-09T22:02:41.185000,161.15,206.37515258789065
2022-04-09T22:02:41.435000,161.4,240.03347778320312
2022-04-09T22:02:42.485000,162.45,223.59844970703125
2022-04-09T22:02:48.985000,168.95,279.7149963378906
2022-04-09T22:02:49.635000,169.6,234.82666015625
2022-04-09T22:02:49.985000,169.95,240.3483123779297
2022-04-09T22:02:51.085000,171.05,245.84495544433597
2022-04-09T22:02:51.135000,171.1,267.776611328125
2022-04-09T22:02:51.535000,171.5,239.22994995117188
2022-04-09T22:02:55.885000,175.85,254.28488159179688
2022-04-09T22:02:56.135000,176.1,233.94320678710935
2022-04-09T22:02:56.285000,176.25,261.7381896972656
2022-04-09T22:02:56.535000,176.5,265.3965148925781
2022-04-09T22:02:57.785000,177.75,233.68817138671875
2022-04-09T22:02:57.985000,177.95,274.4148254394531
2022-04-09T22:02:58.035000,178.0,222.34649658203125
2022-04-09T22:02:58.485000,178.45,281.7314758300781
2022-04-09T22:02:58.935000,178.9,299.1164855957031
2022-04-09T22:02:59.085000,179.05,261.9114685058594
2022-04-09T22:02:59.685000,179.65,263.0914611816406
2022-04-09T22:02:59.985000,179.95,225.68145751953125
2022-04-09T22:03:00.235000,180.2,283.3397827148437
2022-04-09T22:03:00.935000,180.9,254.38311767578125
2022-04-09T22:03:01.435000,181.4,211.69976806640625
2022-04-09T22:03:01.735000,181.7,220.28976440429688
2022-04-09T22:03:02.135000,182.1,234.7430725097656
2022-04-09T22:03:02.335000,182.3,225.46974182128903
2022-04-09T22:03:04.085000,184.05,217.0780487060547
2022-04-09T22:03:04.835000,184.8,223.05303955078125
2022-04-09T22:03:05.135000,185.1,274.6430358886719
2022-04-09T22:03:07.785000,187.75,231.02130126953125
2022-04-09T22:03:21.685000,201.65,222.02438354492188
2022-04-09T22:03:22.085000,202.05,209.4777069091797
2022-04-09T22:03:22.235000,202.2,353.272705078125
2022-04-09T22:03:22.435000,202.4,306.9993591308594
2022-04-09T22:03:22.685000,202.65,296.6576843261719
2022-04-09T22:03:22.735000,202.7,216.58935546875
2022-04-09T22:03:24.635000,204.6,224.99264526367188
2022-04-09T22:03:24.885000,204.85,376.6509704589844
2022-04-09T22:03:25.135000,205.1,233.30931091308597
2022-04-09T22:03:25.435000,205.4,206.89930725097656
2022-04-09T22:03:25.635000,205.6,287.6259765625
2022-04-09T22:03:26.135000,206.1,254.942626953125
2022-04-09T22:03:26.385000,206.35,248.6009521484375
2022-04-09T22:03:27.385000,207.35,253.23426818847656
2022-04-09T22:03:33.085000,213.05,260.44415283203125
2022-04-09T22:03:39.035000,219.0,221.3123779296875
2022-04-09T22:03:40.235000,220.2,209.67236328125
2022-04-09T22:03:40.985000,220.95,229.6473388671875
2022-04-09T22:03:41.235000,221.2,221.3056640625
2022-04-09T22:03:41.735000,221.7,243.6223297119141
2022-04-09T22:03:41.785000,221.75,324.5539855957031
2022-04-09T22:03:42.235000,222.2,255.93899536132807
2022-04-09T22:03:42.485000,222.45,208.59732055664065
2022-04-09T22:03:42.785000,222.75,218.18731689453125
2022-04-09T22:03:43.085000,223.05,300.7773132324219
2022-04-09T22:03:44.135000,224.1,212.34228515625
2022-04-09T22:03:44.335000,224.3,257.0689392089844
2022-04-09T22:03:44.635000,224.6,278.658935546875
2022-04-09T22:03:44.885000,224.85,305.3172607421875
2022-04-09T22:03:47.385000,227.35,206.9005584716797
2022-04-09T22:03:47.685000,227.65,214.4905548095703
2022-04-09T22:03:47.885000,227.85,252.21722412109372
2022-04-09T22:03:48.185000,228.15,282.8072204589844
2022-04-09T22:03:48.235000,228.2,233.73887634277344
2022-04-09T22:03:48.535000,228.5,211.328857421875
2022-04-09T22:03:48.735000,228.7,218.0555419921875
2022-04-09T22:03:48.935000,228.9,445.7821960449219
2022-04-09T22:03:49.035000,229.0,206.64552307128903
2022-04-09T22:03:49.185000,229.15,329.4405212402344
2022-04-09T22:03:49.235000,229.2,230.3721923828125
2022-04-09T22:03:49.485000,229.45,276.030517578125
2022-04-09T22:03:49.535000,229.5,244.96218872070312
2022-04-09T22:03:49.685000,229.65,208.75717163085935
2022-04-09T22:03:49.785000,229.75,307.6205139160156
2022-04-09T22:03:49.835000,229.8,266.5521850585937
2022-04-09T22:03:49.935000,229.9,352.4154968261719
2022-04-09T22:03:49.985000,229.95,273.34716796875
2022-04-09T22:03:50.085000,230.05,351.21051025390625
2022-04-09T22:03:50.135000,230.1,321.1421813964844
2022-04-09T22:03:50.185000,230.15,238.07383728027344
2022-04-09T22:03:50.235000,230.2,230.0054931640625
2022-04-09T22:03:50.335000,230.3,205.86883544921875
2022-04-09T22:03:50.385000,230.35,310.8005065917969
2022-04-09T22:03:50.435000,230.4,305.732177734375
2022-04-09T22:03:50.485000,230.45,272.663818359375
2022-04-09T22:03:50.535000,230.5,205.59548950195312
2022-04-09T22:03:50.685000,230.65,212.3905029296875
2022-04-09T22:03:50.735000,230.7,293.3221740722656
2022-04-09T22:03:50.785000,230.75,238.2538146972656
2022-04-09T22:03:50.935000,230.9,246.048828125
2022-04-09T22:03:50.985000,230.95,327.9804992675781
2022-04-09T22:03:51.035000,231.0,210.9121551513672
2022-04-09T22:03:51.085000,231.05,298.84381103515625
2022-04-09T22:03:51.135000,231.1,354.7754821777344
2022-04-09T22:03:51.235000,231.2,262.6388244628906
2022-04-09T22:03:51.285000,231.25,296.57049560546875
2022-04-09T22:03:51.385000,231.35,341.4338073730469
2022-04-09T22:03:51.435000,231.4,309.365478515625
2022-04-09T22:03:51.535000,231.5,239.22882080078125
2022-04-09T22:03:51.685000,231.65,335.0238037109375
2022-04-09T22:03:51.735000,231.7,257.9554748535156
2022-04-09T22:03:51.785000,231.75,233.88714599609372
2022-04-09T22:03:51.885000,231.85,277.7504577636719
2022-04-09T22:03:51.935000,231.9,429.6821594238281
2022-04-09T22:03:51.985000,231.95,284.6138000488281
2022-04-09T22:03:52.035000,232.0,286.54547119140625
2022-04-09T22:03:52.085000,232.05,266.4771423339844
2022-04-09T22:03:52.135000,232.1,205.40879821777344
2022-04-09T22:03:52.185000,232.15,299.3404541015625
2022-04-09T22:03:52.235000,232.2,233.27212524414065
2022-04-09T22:03:52.335000,232.3,333.1354675292969
2022-04-09T22:03:52.385000,232.35,273.067138671875
2022-04-09T22:03:52.585000,232.55,205.79379272460935
2022-04-09T22:03:52.635000,232.6,282.7254638671875
